GEO_ID,NAME,S0502_C01_001E,S0502_C01_001M,S0502_C01_002E,S0502_C01_002M,S0502_C01_003E,S0502_C01_003M,S0502_C01_004E,S0502_C01_004M,S0502_C01_005E,S0502_C01_005M,S0502_C01_006E,S0502_C01_006M,S0502_C01_007E,S0502_C01_007M,S0502_C01_008E,S0502_C01_008M,S0502_C01_009E,S0502_C01_009M,S0502_C01_010E,S0502_C01_010M,S0502_C01_011E,S0502_C01_011M,S0502_C01_012E,S0502_C01_012M,S0502_C01_013E,S0502_C01_013M,S0502_C01_014E,S0502_C01_014M,S0502_C01_015E,S0502_C01_015M,S0502_C01_016E,S0502_C01_016M,S0502_C01_017E,S0502_C01_017M,S0502_C01_018E,S0502_C01_018M,S0502_C01_019E,S0502_C01_019M,S0502_C01_020E,S0502_C01_020M,S0502_C01_021E,S0502_C01_021M,S0502_C01_022E,S0502_C01_022M,S0502_C01_022EA,S0502_C01_023E,S0502_C01_023M,S0502_C01_024E,S0502_C01_024M,S0502_C01_025E,S0502_C01_025M,S0502_C01_026E,S0502_C01_026M,S0502_C01_027E,S0502_C01_027M,S0502_C01_028E,S0502_C01_028M,S0502_C01_029E,S0502_C01_029M,S0502_C01_030E,S0502_C01_030M,S0502_C01_031E,S0502_C01_031M,S0502_C01_032E,S0502_C01_032M,S0502_C01_033E,S0502_C01_033M,S0502_C01_034E,S0502_C01_034M,S0502_C01_035E,S0502_C01_035M,S0502_C01_036E,S0502_C01_036M,S0502_C01_037E,S0502_C01_037M,S0502_C01_038E,S0502_C01_038M,S0502_C01_039E,S0502_C01_039M,S0502_C01_040E,S0502_C01_040M,S0502_C01_041E,S0502_C01_041M,S0502_C01_042E,S0502_C01_042M,S0502_C01_043E,S0502_C01_043M,S0502_C01_044E,S0502_C01_044M,S0502_C01_045E,S0502_C01_045M,S0502_C01_046E,S0502_C01_046M,S0502_C01_047E,S0502_C01_047M,S0502_C01_048E,S0502_C01_048M,S0502_C01_048EA,S0502_C01_049E,S0502_C01_049M,S0502_C01_050E,S0502_C01_050M,S0502_C01_051E,S0502_C01_051M,S0502_C01_052E,S0502_C01_052M,S0502_C01_053E,S0502_C01_053M,S0502_C01_054E,S0502_C01_054M,S0502_C01_055E,S0502_C01_055M,S0502_C01_056E,S0502_C01_056M,S0502_C01_057E,S0502_C01_057M,S0502_C01_058E,S0502_C01_058M,S0502_C01_059E,S0502_C01_059M,S0502_C01_060E,S0502_C01_060M,S0502_C01_061E,S0502_C01_061M,S0502_C01_062E,S0502_C01_062M,S0502_C01_063E,S0502_C01_063M,S0502_C01_064E,S0502_C01_064M,S0502_C01_065E,S0502_C01_065M,S0502_C01_066E,S0502_C01_066M,S0502_C01_067E,S0502_C01_067M,S0502_C01_068E,S0502_C01_068M,S0502_C01_069E,S0502_C01_069M,S0502_C01_070E,S0502_C01_070M,S0502_C01_071E,S0502_C01_071M,S0502_C01_072E,S0502_C01_072M,S0502_C01_073E,S0502_C01_073M,S0502_C01_074E,S0502_C01_074M,S0502_C01_075E,S0502_C01_075M,S0502_C01_076E,S0502_C01_076M,S0502_C01_077E,S0502_C01_077M,S0502_C01_078E,S0502_C01_078M,S0502_C01_079E,S0502_C01_079M,S0502_C01_080E,S0502_C01_080M,S0502_C01_081E,S0502_C01_081M,S0502_C01_082E,S0502_C01_082M,S0502_C01_083E,S0502_C01_083M,S0502_C01_084E,S0502_C01_084M,S0502_C01_085E,S0502_C01_085M,S0502_C01_086E,S0502_C01_086M,S0502_C01_087E,S0502_C01_087M,S0502_C01_088E,S0502_C01_088M,S0502_C01_089E,S0502_C01_089M,S0502_C01_090E,S0502_C01_090M,S0502_C01_091E,S0502_C01_091M,S0502_C01_092E,S0502_C01_092M,S0502_C01_093E,S0502_C01_093M,S0502_C01_094E,S0502_C01_094M,S0502_C01_095E,S0502_C01_095M,S0502_C01_096E,S0502_C01_096M,S0502_C01_097E,S0502_C01_097M,S0502_C01_098E,S0502_C01_098M,S0502_C01_099E,S0502_C01_099M,S0502_C01_100E,S0502_C01_100M,S0502_C01_101E,S0502_C01_101M,S0502_C01_102E,S0502_C01_102M,S0502_C01_103E,S0502_C01_103M,S0502_C01_104E,S0502_C01_104M,S0502_C01_105E,S0502_C01_105M,S0502_C01_106E,S0502_C01_106M,S0502_C01_107E,S0502_C01_107M,S0502_C01_108E,S0502_C01_108M,S0502_C01_109E,S0502_C01_109M,S0502_C01_110E,S0502_C01_110M,S0502_C01_111E,S0502_C01_111M,S0502_C01_112E,S0502_C01_112M,S0502_C01_113E,S0502_C01_113M,S0502_C01_114E,S0502_C01_114M,S0502_C01_115E,S0502_C01_115M,S0502_C01_116E,S0502_C01_116M,S0502_C01_117E,S0502_C01_117M,S0502_C01_118E,S0502_C01_118M,S0502_C01_119E,S0502_C01_119M,S0502_C01_120E,S0502_C01_120M,S0502_C01_121E,S0502_C01_121M,S0502_C01_122E,S0502_C01_122M,S0502_C01_123E,S0502_C01_123M,S0502_C01_124E,S0502_C01_124M,S0502_C01_125E,S0502_C01_125M,S0502_C01_126E,S0502_C01_126M,S0502_C01_127E,S0502_C01_127M,S0502_C01_128E,S0502_C01_128M,S0502_C01_129E,S0502_C01_129M,S0502_C01_130E,S0502_C01_130M,S0502_C01_131E,S0502_C01_131M,S0502_C01_132E,S0502_C01_132M,S0502_C01_133E,S0502_C01_133M,S0502_C01_134E,S0502_C01_134M,S0502_C01_135E,S0502_C01_135M,S0502_C01_136E,S0502_C01_136M,S0502_C01_137E,S0502_C01_137M,S0502_C01_138E,S0502_C01_138M,S0502_C01_139E,S0502_C01_139M,S0502_C01_140E,S0502_C01_140M,S0502_C01_141E,S0502_C01_141M,S0502_C01_142E,S0502_C01_142M,S0502_C01_143E,S0502_C01_143M,S0502_C01_144E,S0502_C01_144M,S0502_C01_145E,S0502_C01_145M,S0502_C01_146E,S0502_C01_146M
0400000US24,Maryland,946035,9601,54,0.5,46,0.5,945970,9603,8.8,0.3,32.1,0.4,18.9,0.4,0.3,0.1,39,0.4,1,0.1,48.4,0.3,51.6,0.3,0.8,0.1,5.9,0.3,6.5,0.2,37.9,0.3,19.8,0.2,14.9,0.2,8.6,0.2,4.1,0.1,1.4,0.1,44.5,0.2,null,94.1,0.3,22.2,0.4,24.8,0.4,0.5,0.1,28.5,0.3,0.1,0.1,18,0.5,5.9,0.3,31.2,0.4,13.5,0.3,65.7,0.7,33.4,0.7,3.28,0.02,3.68,0.03,900654,8434,24.8,0.5,60.4,0.6,10.4,0.3,4.5,0.2,144833,4589,1.2,0.3,23.4,1.1,19.5,0.8,55.9,1.3,821165,7273,19.3,0.3,null,18.1,0.4,18.4,0.4,21.7,0.4,22.5,0.4,938730,9252,20,0.4,80,0.4,37.6,0.5,895108,8413,73.6,0.3,73.3,0.3,69.7,0.4,3.6,0.2,4.9,0.3,0.3,0.1,26.4,0.3,624106,6844,77.8,0.5,15.1,0.4,6.9,0.3,0.2,0.1,43.6,0.6,21.7,0.6,13.9,0.4,11.4,0.3,9.3,0.3,0.3,0.1,11.2,0.3,4.1,0.2,1.5,0.2,8.2,0.3,4.6,0.2,1.3,0.1,4.7,0.3,17.5,0.4,23.6,0.5,9.4,0.3,6.7,0.3,7,0.3,463954,6340,1.6,0.1,2,0.2,8.1,0.4,13.6,0.4,17.3,0.5,20.6,0.5,36.8,0.6,59712,1073,53481,757,385082,4027,90.8,0.3,117023,1462,17.5,0.4,19585,361,3.3,0.2,9054,400,2.5,0.2,4351,559,11.9,0.4,33321,1317,10.2,0.4,90957,1390,1.64,0.01,937533,9596,9.8,0.4,15.2,0.5,74.9,0.6,7.9,0.4,10.4,0.6,8.9,1.6,5.7,0.4,6.9,0.5,6.4,1.5,16.8,1.4,24.5,2,21,5.1,385082,4027,60.5,0.6,39.5,0.6,3.4,0.03,3.1,0.04,2.5,0.2,11.9,0.5,32.9,0.6,25.8,0.6,26.9,0.6,5.7,0.1,8,0.4,7.8,0.3,92.2,0.3,1.1,0.1,17.6,0.5,232966,3136,71.5,0.8,28.5,0.8,152116,3161,50.2,1.3,49.8,1.3
0400000US25,Massachusetts,1209717,10227,54.3,0.5,45.7,0.5,1209717,10227,19.3,0.4,30.8,0.3,9.4,0.3,0.3,0.1,37.7,0.5,2.4,0.1,48.4,0.3,51.6,0.3,0.8,0.1,5.6,0.2,7.9,0.2,37.4,0.3,18.2,0.2,14.6,0.2,8.8,0.2,4.5,0.2,2.2,0.1,44.1,0.2,null,90.4,0.4,36.8,0.5,15,0.3,0.3,0.1,27.1,0.3,0,0.1,11.2,0.3,9.6,0.4,22.9,0.3,29.6,0.4,60.1,0.6,37.5,0.6,2.85,0.02,3.34,0.02,1153999,9239,26.6,0.4,57.5,0.5,11,0.3,4.9,0.2,189869,4783,1.6,0.2,21.3,0.9,17,0.7,60.1,1.1,1036815,8145,19.9,0.4,null,22.5,0.5,17.2,0.3,18.7,0.3,21.7,0.4,1199809,10096,18.6,0.4,81.4,0.4,42.3,0.5,1147445,9199,69.4,0.4,69.4,0.4,65.6,0.4,3.8,0.1,5.5,0.2,0,0.1,30.6,0.4,752162,6846,86.6,0.4,7.1,0.3,6.1,0.2,0.2,0.1,44,0.6,22.6,0.5,13.1,0.4,7.8,0.3,12.6,0.4,0.4,0.1,6.8,0.3,11,0.4,1.8,0.1,8.3,0.3,4.5,0.2,1.5,0.1,6,0.3,16.5,0.4,26.6,0.5,9.3,0.3,5.2,0.3,2,0.1,531016,6193,1.4,0.1,1.5,0.1,6.6,0.3,13.1,0.4,17.1,0.5,21,0.5,39.4,0.6,65782,977,53335,787,529068,5591,84.4,0.4,118988,1438,20.9,0.4,18343,306,5.6,0.3,9431,258,4.3,0.2,4319,289,10.5,0.3,26274,1633,16.3,0.4,78765,1192,1.43,0.01,1181779,10299,12.9,0.4,15.8,0.5,71.3,0.6,9.9,0.4,12.5,0.7,10,1.4,6.3,0.4,6.6,0.6,5.3,1.2,22.3,1.4,29.8,1.8,32.9,5.6,529068,5591,48.8,0.5,51.2,0.5,3.08,0.03,2.64,0.03,3.7,0.2,17.4,0.5,39.2,0.6,24,0.5,15.7,0.4,5,0.1,6.4,0.3,17.9,0.4,82.1,0.4,1.2,0.2,25,0.5,258174,3289,68.2,0.6,31.8,0.6,270894,4652,51.2,0.8,48.8,0.8
0400000US26,Michigan,697343,7004,54.8,0.6,45.2,0.6,697343,7004,18.4,0.4,52,0.4,5.6,0.3,0.4,0.1,18.6,0.3,5.1,0.2,50,0.3,50,0.3,0.8,0.1,6.4,0.3,8.2,0.2,36.6,0.4,18.2,0.3,13.7,0.3,9.1,0.2,4.9,0.2,2.1,0.1,43.9,0.3,null,94.3,0.3,49.5,0.5,5.6,0.3,0.4,0.1,32.5,0.4,0.1,0.1,6.1,0.3,5.7,0.3,16.4,0.3,42.6,0.5,69.4,0.6,28.8,0.6,3,0.03,3.59,0.03,660875,6345,22,0.4,64.7,0.6,8,0.3,5.4,0.2,117129,3207,2,0.4,23.7,1.1,17.1,0.8,57.2,1.2,589593,5739,19.2,0.4,null,19.2,0.4,17.7,0.4,21.2,0.4,22.7,0.5,691744,6819,20.5,0.5,79.5,0.5,37.4,0.6,656493,6399,63.5,0.4,63.5,0.4,60.2,0.4,3.2,0.2,5.1,0.3,0,0.1,36.5,0.4,395468,4429,86.8,0.4,7.6,0.4,5.3,0.3,0.3,0.1,47,0.6,15.2,0.5,13.7,0.4,7,0.3,17,0.4,1.6,0.2,4.9,0.3,25.6,0.6,2.2,0.2,9,0.3,4.7,0.3,0.8,0.1,4.2,0.3,11.4,0.4,22.3,0.6,8.2,0.4,3.9,0.3,1.4,0.1,278140,3635,1.8,0.2,2.5,0.3,9.9,0.4,13.7,0.5,14.8,0.5,18.3,0.5,38.9,0.7,65387,1183,47539,1604,296801,3476,83.8,0.5,102073,1403,22.5,0.6,20452,329,5.4,0.4,9971,307,3.7,0.3,3903,392,13.8,0.4,25469,1233,13.2,0.5,70971,1346,1.33,0.02,687182,6799,15,0.5,17.5,0.6,67.5,0.7,12.6,0.5,17.3,0.8,13.4,2.2,10.1,0.5,13.6,0.8,10.4,1.9,28.9,2.2,41.3,3.3,48,10.8,296801,3476,64.9,0.8,35.1,0.8,3.22,0.03,2.6,0.05,2.1,0.2,12.6,0.5,33.5,0.7,28.7,0.6,23.1,0.5,5.6,0.1,5.8,0.3,7.2,0.3,92.8,0.3,1.2,0.2,19.2,0.5,192542,2709,77.1,0.7,22.9,0.7,104259,2818,61.1,1.3,38.9,1.3
0400000US27,Minnesota,479231,5250,55.7,0.8,44.3,0.8,479231,5250,9.4,0.4,37,0.5,27.8,0.7,0.4,0.1,23,0.5,2.5,0.2,49.7,0.4,50.3,0.4,0.9,0.1,8.6,0.4,8.4,0.3,44.3,0.6,17,0.3,10.8,0.3,6,0.2,2.8,0.1,1.2,0.1,39.7,0.3,null,95.6,0.3,22.8,0.6,27.6,0.6,0.4,0.1,34.4,0.5,0.1,0.1,10.2,0.4,4.4,0.3,20.9,0.4,15.3,0.5,60.7,0.7,37.6,0.7,3.31,0.03,3.88,0.04,447016,4773,28.3,0.6,57,0.7,11,0.4,3.7,0.2,95593,3027,1.6,0.3,26.7,1.5,21.3,1.1,50.4,1.7,393362,4167,23.8,0.7,null,20.2,0.6,21.4,0.6,18.8,0.6,15.8,0.5,474725,5006,20.9,0.5,79.1,0.5,40.8,0.6,443028,4713,73.3,0.5,73.3,0.5,69.8,0.5,3.5,0.2,4.8,0.3,0,0.1,26.7,0.5,309067,4324,86.1,0.5,9.8,0.5,4,0.3,0.2,0.1,37.4,0.8,22,0.7,13.1,0.5,6.2,0.3,21.3,0.7,1.4,0.2,3.8,0.3,19.7,0.7,1.9,0.2,8.2,0.4,5.3,0.3,0.9,0.2,6.5,0.4,11.7,0.5,26.9,0.7,7.9,0.4,3.6,0.3,2.1,0.2,214693,3541,1.3,0.2,2.1,0.2,8.9,0.5,17.5,0.6,23.7,0.8,19.7,0.6,26.9,0.8,51505,996,42071,716,195930,2482,89.9,0.5,94338,1796,13.8,0.5,16520,543,6.3,0.4,10192,417,6.8,0.4,3235,259,7.8,0.5,22716,2223,17.6,0.7,65735,1344,1.55,0.02,471890,5186,15.7,0.7,20,0.7,64.3,0.8,14.2,0.7,17.8,1,13.6,2,9.4,0.9,11.6,1.2,8.4,2.3,30,2.4,34.9,2.8,34.7,6.9,195930,2482,51.2,1,48.8,1,3.58,0.05,3.02,0.05,4.1,0.4,18.3,0.8,36,0.9,23.2,0.9,18.4,0.6,4.9,0.1,13.3,0.6,10.8,0.6,89.2,0.6,1.6,0.2,22.5,0.8,100341,2256,77.8,1,22.2,1,95589,2342,55.4,1.4,44.6,1.4
0400000US28,Mississippi,68580,2186,42.8,1.9,57.2,1.9,68580,2186,10.6,1.2,32.3,1.2,5.3,0.9,0.9,0.3,48.9,1.6,2,0.4,52.3,1.3,47.7,1.3,1.1,0.5,7,0.8,8.9,0.8,42.6,1.5,16.3,1.3,11.5,1,7.2,0.7,4.3,0.6,1.2,0.3,40.2,1,null,90.8,1.5,34,2,7.6,1.2,1.3,0.5,26.7,1.2,0.5,0.3,20.7,1.6,9.2,1.5,43.6,1.4,18.4,1.3,61.6,2.2,32.5,2,3.16,0.11,3.75,0.13,64454,2019,26.8,1.8,58.5,1.8,9.5,1,5.1,0.7,10893,972,1.1,0.8,26.1,3.8,19,3.2,53.8,4.1,56929,1926,30.2,1.8,null,22.1,1.8,20,1.6,13.9,1.3,13.8,1.4,67846,2189,20.5,1.5,79.5,1.5,44.7,1.9,63936,1963,63.4,1.6,61.8,1.5,58.9,1.5,2.9,0.6,4.7,1,1.6,0.4,36.6,1.6,37686,1325,76.8,2,12.6,1.7,10.1,1.3,0.5,0.4,31.6,2.6,23.6,2,14.1,1.7,17.7,1.5,13,1.4,3.2,0.8,15.2,1.5,12.7,1.6,1.5,0.6,9.7,1.5,3.3,0.8,0.8,0.4,2.9,0.7,7.3,1,19.2,1.9,14.5,1.6,7.2,1.2,2.4,0.9,29315,1237,3.2,1.1,4.9,1.2,20,2.2,20.6,1.9,19.1,2,16.1,1.6,16.1,1.9,40302,1793,31597,1682,26845,1031,87.2,1.6,73792,5485,17.5,1.8,18990,1395,2.9,1,9401,3348,1.7,0.6,3349,1030,10.5,1.5,31194,3972,9,1.4,50755,3503,1.34,0.05,64292,1970,18.5,1.9,25.3,2,56.2,2,18.4,2.3,25,3.2,16.9,7,12.7,2.6,17.2,4,12.3,6.7,41.4,8.3,49.3,10.4,51,32.8,26845,1031,57.4,2.4,42.6,2.4,3.29,0.16,2.97,0.14,1.5,0.8,9.5,1.5,42,2.9,30.7,2.7,16.3,2,5.4,0.1,7.7,1.5,3.4,1,96.6,1,2.2,0.9,26.7,2.4,15422,762,75.8,2.9,24.2,2.9,11423,849,59.5,4,40.5,4
0400000US29,Missouri,256802,4307,50.8,1.1,49.2,1.1,256802,4307,18.1,0.9,38.8,1,10.3,0.9,1.7,0.2,29.2,0.9,1.9,0.2,48.9,0.6,51.1,0.6,1,0.2,7.4,0.6,9.5,0.5,40.5,0.9,16.9,0.6,12.3,0.6,7.3,0.4,3.8,0.3,1.3,0.2,40.8,0.4,null,93.4,0.6,36.6,1,10.9,0.8,0.7,0.2,33.2,0.8,1.1,0.2,10.9,0.6,6.6,0.6,26.7,0.8,25.9,1.1,66.9,1.1,31,1.1,2.86,0.05,3.47,0.05,240988,3715,24.6,0.7,61.4,0.9,9.9,0.6,4.1,0.3,48078,2143,1.8,0.5,23.5,1.8,17.3,1.8,57.4,2.3,210702,3482,19,0.8,null,20.4,0.8,19.2,0.7,19.4,0.8,22,0.8,254181,4098,22.1,0.9,77.9,0.9,36.3,0.9,239406,3719,68.7,0.6,68.1,0.7,65.7,0.6,2.4,0.3,3.5,0.4,0.6,0.2,31.3,0.6,157238,2982,85.6,0.7,7.9,0.5,6.3,0.5,0.2,0.1,43.4,1,19.2,0.7,12.6,0.8,7.7,0.6,17.1,0.9,1.4,0.2,6.4,0.6,14.8,0.9,2.1,0.3,8.1,0.6,4.5,0.5,1.5,0.3,6,0.4,12.9,0.8,23.7,0.8,11.8,0.8,5.2,0.5,1.7,0.3,117125,2447,1.8,0.3,2.8,0.4,12.1,0.9,17.5,0.9,19.2,1.1,18.6,1.1,28,1.1,52574,1435,39639,1336,108660,2342,86.5,0.8,94619,2649,16.3,0.8,19355,744,3.4,0.5,9838,567,2.2,0.5,3691,675,10.6,0.7,24438,2201,8.9,0.7,60970,1695,1.36,0.02,251707,4236,15.2,0.7,18.4,0.9,66.4,1,12.2,1,16.5,1.4,16,3.8,8.9,1,11.6,1.5,9.7,3.1,27.9,3.5,33.9,4.2,41.9,13.5,108660,2342,56.5,1.2,43.5,1.2,3.11,0.06,2.53,0.07,2.9,0.4,13.4,1,38.7,1.2,26.5,1.1,18.4,0.9,5.2,0.1,6,0.6,7.8,0.6,92.2,0.6,1.5,0.3,20.9,1,61427,1600,80,1.5,20,1.5,47233,1850,64.9,1.9,35.1,1.9
0400000US30,Montana,23561,1204,56.6,2.6,43.4,2.6,23561,1204,31.6,2.5,29.9,2.2,3.3,1.4,2,0.8,19.1,2.1,14,1.9,41.8,2.6,58.2,2.6,0.1,0.1,5.3,1,8.2,1.7,35.6,2.7,15.6,1.7,12.9,1.5,12.1,1.4,7.6,1.2,2.6,0.7,45.5,1.5,null,94,1.2,57.1,2.6,3.3,1,1.1,0.6,24,2,0.3,0.3,8.2,1.5,6,1.2,17.3,2.1,50.9,2.7,62.5,2.8,33.9,2.8,2.41,0.12,3.05,0.16,22825,1205,22.9,2.3,60,3,10.4,1.8,6.8,1.3,3580,429,0.2,0.4,19,6.4,15.6,7.1,65.3,7.1,20358,1102,11.8,1.8,null,20.7,2.3,25.3,2.7,22.9,2.1,19.4,2.3,23549,1205,47.3,3,52.7,3,17.2,2.4,22613,1193,61.4,2.8,61.1,2.8,58.9,2.8,2.2,0.7,3.6,1.1,0.3,0.3,38.6,2.8,13320,991,73.8,3.5,15.7,2.7,9.9,2.5,0.7,0.5,40.2,3.4,22.4,3.3,19,3.1,10.2,2.3,8.2,2,4.8,1.1,6.6,1.6,4.5,1.5,0.8,0.5,11,2.5,3.8,1.4,1.1,0.7,4.8,1.9,9.3,1.6,31.2,3.2,13.4,2.9,5.8,1.7,2.8,1,8117,761,2.4,1.1,4.5,1.9,12.5,3.1,20.6,3.6,20.1,4.1,18.4,3,21.5,3.8,53046,3520,34723,2979,9543,567,77.8,3.4,85762,10874,31.7,3.4,19370,1597,3.2,1.1,11048,2132,1.7,1,3674,1765,19.5,2.7,44074,32359,6.3,2.1,53782,6958,1.14,0.07,23012,1201,12.1,1.9,20,2.2,67.9,2.8,7.1,2.3,8.3,3.5,3.8,4.9,5,1.9,3.7,1.9,0,8.8,9,7.3,24.6,18.6,0,100,9543,567,63,3.8,37,3.8,2.58,0.16,2.14,0.16,3.7,2.2,14.4,3,34.4,3.1,26.9,3.2,20.6,2.9,5.4,0.3,4,1.4,7.2,1.8,92.8,1.8,2,1.1,9.2,2,6008,498,71.7,4.5,28.3,4.5,3535,431,58.1,7.3,41.9,7.3
0400000US31,Nebraska,145215,3039,41.4,1.3,58.6,1.3,145215,3039,6.6,0.6,28.8,0.9,10.3,0.8,0.2,0.1,52.6,0.9,1.4,0.2,52.8,0.7,47.2,0.7,1.1,0.2,9.5,0.7,10.2,0.5,43.5,1,17,0.6,10.5,0.4,5.4,0.4,1.9,0.2,0.9,0.2,38.3,0.4,null,89.4,1.1,36.8,1.3,11.1,0.9,0.7,0.3,24.1,0.8,0.1,0.1,16.6,1.1,10.6,1.1,51.3,0.9,12.2,0.8,64.4,1.3,33.8,1.3,3.29,0.06,3.8,0.07,133700,2652,27.8,1.1,59.6,1.2,9.8,0.5,2.8,0.3,27537,1414,1.4,0.4,32,2.5,19.6,1.6,46.9,2.6,115122,2237,37.4,1.1,null,21.4,0.9,17.3,0.9,12.6,0.8,11.2,0.8,143689,3028,13.3,0.8,86.7,0.8,53.5,1.1,132611,2602,72.5,0.9,72.3,0.9,69.5,1,2.8,0.3,3.9,0.5,0.3,0.1,27.5,0.9,92100,1928,85,0.9,9.6,0.7,5,0.6,0.3,0.1,25.7,1,17.8,0.9,11.5,0.8,14,1.1,30.9,1.3,2.7,0.5,11.8,0.9,26.9,1.3,1.6,0.4,6.8,0.6,4.3,0.6,1.2,0.2,4.6,0.6,8.9,0.8,17.7,0.9,7.6,0.7,3.8,0.5,2,0.4,66983,1592,1.6,0.4,2.5,0.5,12.7,1.1,21.3,1.3,26.2,1.4,21.2,1.4,14.5,1.1,43939,762,34748,1144,58702,1508,91.9,0.7,75115,2264,13.1,1,15510,1041,4,0.7,9380,800,2.8,0.5,2941,658,7.4,0.9,21792,5175,13.3,1.1,56966,1664,1.54,0.03,142559,2994,16.3,1.1,24.6,1.4,59.1,1.5,14.7,1.2,18.7,1.7,16.7,4.7,11.2,1.3,14.3,1.8,14.4,5.6,31,4.4,36.8,4.9,29.3,11.7,58702,1508,50.8,1.5,49.2,1.5,3.64,0.09,2.93,0.08,3,0.6,16.6,1.2,39.1,1.3,27.6,1.5,13.7,1,5,0.1,10.1,0.8,6.7,0.8,93.3,0.8,1.5,0.3,30.4,1.7,29794,1117,79.3,1.8,20.7,1.8,28908,1221,64.1,2.6,35.9,2.6
0400000US32,Nevada,586851,5961,51.9,0.7,48.1,0.7,586851,5961,7.3,0.3,31.8,0.4,3.6,0.4,0.7,0.1,54.6,0.5,1.9,0.1,48,0.3,52,0.3,0.4,0.1,3.5,0.2,4.9,0.2,36.2,0.3,21.7,0.3,16.4,0.3,10.6,0.2,4.9,0.2,1.4,0.1,47.2,0.2,null,89.9,0.5,31.6,0.6,3.9,0.3,1,0.1,28.4,0.4,0.5,0.1,24.6,0.6,10.1,0.5,53.2,0.5,12.9,0.4,60.3,0.9,39.2,0.9,3.2,0.03,3.67,0.04,571555,5795,21.7,0.5,58.5,0.6,14.8,0.4,5.1,0.2,50720,2231,1,0.4,21.8,1.5,21.7,1.4,55.4,2.1,535114,4824,28.9,0.6,null,26,0.5,22.4,0.5,15.5,0.4,7.1,0.3,584332,5959,14.7,0.4,85.3,0.4,46.9,0.6,569456,5677,67.2,0.5,67,0.5,63.2,0.5,3.7,0.2,5.6,0.3,0.2,0.1,32.8,0.5,360037,4723,86.6,0.5,6.7,0.4,6.4,0.3,0.3,0.1,21.4,0.5,36.1,0.6,16.1,0.5,12.3,0.4,14.1,0.4,0.6,0.1,10.3,0.4,5,0.4,1.5,0.2,9.4,0.4,6.6,0.4,0.9,0.1,4.2,0.3,10.6,0.5,13,0.5,30.6,0.8,5.7,0.3,1.6,0.2,268267,3942,1.6,0.2,3.1,0.3,13,0.6,22.2,0.9,25.8,0.9,18.2,0.7,16.1,0.6,41500,490,37560,609,246558,3186,85.9,0.5,79593,1266,21.8,0.6,18489,427,3.4,0.3,9102,490,3.4,0.2,4072,491,13.1,0.6,24034,1384,12.9,0.6,60665,1020,1.51,0.02,583864,6011,12.7,0.5,21.5,0.6,65.7,0.7,12.2,0.6,16.7,0.9,14,2.5,8.2,0.6,10.8,1,7.1,2.2,25.4,2,33.6,2.6,36,8,246558,3186,56.9,0.9,43.1,0.9,3.31,0.03,3.05,0.05,2.4,0.2,13.6,0.6,43.9,0.8,27.8,0.8,12.2,0.6,5.1,0.1,8.6,0.4,6,0.4,94,0.4,1.7,0.2,22.9,0.6,140179,2873,74,1,26,1,106379,2443,51.8,1.2,48.2,1.2
0400000US33,New Hampshire,82895,2315,57.4,1.8,42.6,1.8,82895,2315,24.5,1.3,35.6,1.3,7.7,1.1,0.5,0.1,22,1.4,9.6,0.7,48.8,0.8,51.2,0.8,0.6,0.3,6,0.8,6.8,0.6,36.1,1.3,17.6,1,14.6,0.7,10.5,0.8,5.4,0.6,2.5,0.4,45.3,0.8,null,93,1.2,47.7,1.6,9.9,1,0.4,0.2,31,1.2,0,0.1,4,0.7,7,1.2,16.5,1.2,40.3,1.4,68.6,1.6,28.5,1.6,2.69,0.07,3.1,0.08,79004,2100,19.8,1.3,63.7,1.7,10.3,1,6.2,0.7,11438,1053,0.9,0.6,25.3,3.8,18.2,2.9,55.6,4,71811,1946,15.3,1.3,null,21,1.2,20.5,1.1,22.6,1.3,20.6,1.3,82408,2278,30.4,1.5,69.6,1.5,29.7,1.5,78545,2086,68,1.2,67.8,1.2,64.9,1.3,2.9,0.5,4.2,0.8,0.2,0.2,32,1.2,50996,1811,86.2,1.5,7.1,1,6.2,1,0.5,0.3,43.1,2.2,18,1.6,15.8,1.3,7.1,1.3,16,1.4,0.7,0.5,5.7,1,16.5,1.5,2.3,0.5,10.2,1.1,2.7,0.6,2.1,0.7,6.3,0.9,15.5,1.3,22.8,1.5,9.4,1.3,4.2,0.9,1.7,0.4,36799,1738,1.4,0.5,1.4,0.4,7.8,1.2,13.9,1.5,19.2,1.8,18.5,1.9,37.9,2.1,64961,4417,46511,2855,34905,1260,84.1,1.7,114983,5906,24.5,1.7,21495,1186,3.1,0.7,10559,1278,3.9,0.9,6183,1726,15.2,1.5,32667,8992,8,1,79102,3237,1.38,0.04,80660,2253,8.8,1.1,14.5,1.3,76.7,1.6,6.5,1.3,9,2.3,3.5,2.8,4.1,1.1,4.5,1.5,0.2,0.4,19,7.1,29.4,11.7,32.5,28.4,34905,1260,56.4,2,43.6,2,2.82,0.09,2.51,0.12,1.9,0.6,16,1.8,38.5,1.9,25.1,1.9,18.4,1.5,5.1,0.1,5.8,1.1,6.1,1.3,93.9,1.3,0.8,0.3,15,1.5,19673,849,71,2.7,29,2.7,15232,998,57.5,3.7,42.5,3.7
